ID,Herausforderungsvorschlag,Rahmenbedingungen,Zielgruppe,Sektor,Eingereicht von,Bundesland,PLZ,Kontakt anfragen,,
100624,"Wie können wir es weiblich gelesenen und Trans*Personen ermöglichen, sich auch nach Einbruch der Dunkelheit noch sicher auf unseren Straßen zu bewegen?",,"Alle weiblich gelesenen Personen, Trans*Personen, Frauen und Mädchen",Bürger:innen,Einzelperson(en),Berlin,10247,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100624,,
100461,Wie können wir bei jungen Bürger*innen den Konsum von qualitativ hochwertigen Informationen erhöhen und kritisches Denken trainieren?,,Junge Bürger*innen im Alter von 15-29,Bürger:innen,Einzelperson(en),Berlin,12101,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100461,,
100743,"Wie können wir die Kommunikation über politische Entscheidungsfindungsprozesse und die daraus entstehenden Beschlüsse transparenter, nachvollziehbarer und glaubwürdiger machen?",,alle politisch interessierten Bürger,Bürger:innen,Einzelperson(en),Berlin,10961,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100743,,
100506,"Wie können wir Menschen ohne Schulabschluss oder ohne gültigen Schulabschluss eine Berufsausbildung ermöglichen?    Was für Fähigkeiten und Kenntnisse braucht es für eine Berufsausbildung, wie können wir diese vermitteln und ohne Schulabschluss nachweisen?",,"Schulabbrecher*innen, Einwander*innen",Bürger:innen,Einzelperson(en),Berlin,10559,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100506,,
100397,"Digitale Inklusion - wie kann man jüngere Bürger:innen motivieren sowie befähigen, um ältere Generationen im alltäglichen Umgang mit digitalen Medien zu unterstützen?",,"a) Bewohner:innen von Pflege- und Altersheimen; Senior:innen, die alleine leben b) Schüler:innen, Student:innen, Berufseinsteiger:innen etc.",Bürger:innen,Einzelperson(en),Berlin,10439,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100397,,
100118,Wie können wir der älteren Generation helfen Teil unserer digitalen Gesellschaft zu werden?,,ältere Berufstätige und SeniorInnen,Bürger:innen,Einzelperson(en),Berlin,10551,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100118,,
100392,Wie können wir kollarobatives Peer-to Peer Lernen für Lehrkräfte zum Thema digitales Lernen und Lehren attraktiv machen? Und wie binden wir Schüler*innen dabei ein?,,"Lehrkräfte und Schüler*innen, Fördergeber*innen, Fernseh- und Radio-Sender",Bürger:innen,Einzelperson(en),Berlin,10117,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100392,,
100480,"Wie können wir die Schulausbildung in Deutschland auf ein zeitgemäßes Niveau bringen, sodass sie wichtige praktische Skills wie Kommunikation, Emotionale Intelligenz, Selbstmanagement, Finanzen & Steuern mit einbezieht?",,"Schüler, Lehrer, Politiker",Bürger:innen,Einzelperson(en),Berlin,12045,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100480,,
100442,Wie können wir uns besser vor Internet-Betrügern (z.B. beim Online-Banking oder Bestellungen) schützen?,,"An alle, besonders aber ältere Menschen, die oftmals vertrauensseliger sind, ""sich einen Betrug nicht so vorstellen können"".",Bürger:innen,Einzelperson(en),Berlin,13503,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100442,,
100775,"Wie können wir ein intelligentes Warn-/Meldesystem für Betrugsseiten online anbieten, sodass Nutzer zum einen über die Gefahr sofort informiert werden (z. B. versteckte Gebühren, Phishing, etc.) und zum anderen eine Seite ohne Umweg per einem Mausklick melden können?",,"Alle, die online unterwegs sind",Bürger:innen,Einzelperson(en),Berlin,10437,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100775,,
100714,Wie können wir die massenweise Verbreitung von gefährlichen Falschinformationen im Netz und in den sozialen Medien schneller erkennen und darauf schnell mit gut aufbereitetem wissenschaftlich fundiertem Content reagieren?,,Internetnutzer:innen besonders von sozialen Medien,Bürger:innen,Einzelperson(en),Berlin,10115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100714,,
100772,Wie können wir dafür sorgen binnen eines Jahres eine digitale Bürgeranmeldung/-ummeldung zu haben?,,Alle Menschen in DE,Bürger:innen,Einzelperson(en),Berlin,10437,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100772,,
100514,"Wie können wir für Landes- & Bundesverwaltung eine sichere Plattform für Schul- & Studienabgänger, Quereinsteiger zur Übermittlung von Onlinebewerbungsvideos, sensiblen Daten (Sozialgeheimnis, Gesundheitsdaten ...) anbieten, um den Bewerbungs- & Auswahlprozess zu digitalisieren?",,"Schul-, & Studienabgänger, öffentliche Arbeitgeber, Quereinsteiger",Bürger:innen,Einzelperson(en),Berlin,10715,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100514,,
100629,"Wie können wir dazu beitragen, dass selbst Menschen, die nur über milde bis moderate Höreinschränkungen verfügen, weniger von sozialen, beruflichen, psychischen und körperlichen Folgen betroffen sind?",,"Betroffene von milden bis moderaten Hörverlust und deren soziales, berufliches bzw. pflegendes Umfeld.",Bürger:innen,Einzelperson(en),Berlin,10115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100629,,
100444,"Wie können wir die verschiedenen Impf-Webseiten der Bundesländer harmonisieren? Wie können wir Fehlermeldungen durch KI erklären? Wie können wir interkulturell, niedrigschwellig und barrierearm erklären, dass Impfen Leben rettet? Wie können wir Fairness beim Impfen schaffen?",,"alle in Deutschland, die nicht täglich im Web unterwegs sind. Man könnte die Harmonisierung von 16 Impf-Webseiten auch auf andere Prozesse anwenden: z. B. Online-Abstimmungen, Beteiligung.",Bürger:innen,Einzelperson(en),Berlin,10243,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100444,,
100791,"Wie können wir öffentliche Räume (Städte und Gebäude) so gestalten, dass eine alltägliche Vorsorge für die breite Bevölkerung gefördert wird? Welche Institutionen sollten zur Unterstützung barrierearmer Prävention existieren?",,gesamte Bevölkerung,Bürger:innen,Einzelperson(en),Berlin,10783,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100791,,
100767,"Wie können wir dafür sorgen, dass elektrische und elektronische Geräte repariert und weiter verwendet werden können?",,"Alle Verbraucher, Unternehmen, Hersteller, die Gesellschaft",Bürger:innen,Einzelperson(en),Berlin,10437,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100767,,
100243,Wie schaffen wir Transparenz über nachhaltige/klimaschützende Anbaumethoden auf landwirtschaftlichen Betrieben und können diese Informationen in die Gesellschaft transportieren?,,"Landwirt:innen, Landwirtschaftliche Verbände",Bürger:innen,Einzelperson(en),Berlin,12047,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100243,,
100227,"Wie können wir den positiven Beitrag, den regenerative Landwirt:innen generieren messen und wie können sie dafür finanziell kompensiert werden?",,Landwirt:innen,Bürger:innen,Einzelperson(en),Berlin,10115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100227,,
100238,Wie können wir die Transparenz von gesunden und nachhaltigen Lebensmitteln für Konsument:innen erhöhen?,,Konsument:innen von Lebensmitteln,Bürger:innen,Einzelperson(en),Berlin,12059,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100238,,
100769,"Wie können wir neue technologische Angebote und Fortschritte nutzen, um den Einzelhandel neuzugestalten und für alle wieder attraktiv zu machen?",,"Einzelhandel, Kunden",Bürger:innen,Einzelperson(en),Berlin,10437,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100769,,
100062,Wie können wir die zunehmende Verdichtung in den Städten bremsen und gleichzeitig das Leben abseits der großen Metropolen wieder attraktiver für mehr Menschen machen?,,"Gemeinden, Arbeitgeber_innen, Einwohner_innen von Dörfern und Kleinstädten",Bürger:innen,Einzelperson(en),Berlin,13357,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100062,,
100475,"Wie können wir Pflegekräfte in allen Bereichen (also z.B. Krankenhäusern, Pflegeeinrichtungen im stationären und im ambulanten Bereich) dabei unterstützen, mit den Herausforderungen ihrer Tätigkeit als Mensch besser umgehen zu können.",,"An die Pflegekräfte selbst aber auch besonders an die Arbeitgeber, die diese Lösungen zugänglich machen (zeitlich oder auch finanziell unterstützen). Lösungen für Zukunftsperspektiven und bessere Arbeitsbedingungen an die entscheidenden Gremien.",Bürger:innen,Einzelperson(en),Brandenburg,14482,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100475,,
100758,Wie können wir Menschen mit schweren Erkrankungen und /oder Behinderungen sowie deren nächsten Angehörigen ein weitestgehend selbstbestimmtes Leben führen lassen?,,dauerhaft erkrankte Menschen und deren Angehörige,Bürger:innen,Einzelperson(en),Brandenburg,14469,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100758,,
100462,Wie können wir den strukturellen Rassismus bekämpfen?,,An die gesamte Gesellschaft - insbesondere an die weiße und privilegierte Mehrheitsgesellschaft,Bürger:innen,Einzelperson(en),Hamburg,22115,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100462,,
100619,"Wie können wir jungen Menschen (<30 Jahre) kommunalpolitische Projekte, Initiativen und Politiker zielgruppengerecht näher bringen, um politisches Interesse zu wecken und politische Debatten sowie aktives Engagement zu fördern?",,Kommunen & Junge Menschen (<30 Jahre),Bürger:innen,Einzelperson(en),Hamburg,22087,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100619,,
100163,"Wie können wir es schaffen, Bildung ab der Grundschule aktiv und zukunftsorientiert zu gestalten und Unterrichtsfächer direkt mit aktuellen und zukünftigen Berufen / Tätigkeiten / Entwicklungen verknüpfen?",,Schüler,Bürger:innen,Einzelperson(en),Hamburg,22417,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100163,,
100689,"Wie können wir den Zugang zur Förderung von Impact Startups/Initiativen, deren Gewinn sich (kurzfristig) nicht (nur) in monetären Strömen messen lässt, vereinfachen bzw sicher stellen und deren Gewinn für die Gesellschaft (zB CO2 Einsparung, neue nachh. Jobs) sichtbar machen?",,"Gründer:innen, Regierung auf unterschiedlichen Ebenen,Förderinitiativen, Bildungseinrichtungen",Bürger:innen,Einzelperson(en),Hamburg,20097,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100689,,
100133,"Wie können wir möglichst viele Menschen dabei unterstützen, wirksam ihre Stärken in Gemeinschaft zu entfalten und sich dadurch zugleich gut auf eine durch nachhaltige Entwicklung und Digitalisierung gekennzeichnete Zukunft vorzubereiten?",,"Lernende jedes Alters von Kindesbeinen an; schon in der Schule muss deutlich individueller, situativer und handlungsorientierter gefördert werden",Bürger:innen,Einzelperson(en),Hamburg,22339,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100133,,
100806,"Wie können wir jungen Erwachsenen angesichts heutiger sozialökologischer Herausforderungen eine geeignete Berufsorientierung ermöglichen, welche ihnen transformative Fähigkeiten an die Hand gibt und befähigt, sich verantwortungsvoll und proaktiv in die Gesellschaft zu stellen?",,Junge Erwachsene,Bürger:innen,Einzelperson(en),Hamburg,21029,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100806,,
100460,Wie können wir Menschen mit Psychiatrieerfahrung mehr in die Gesellschaft integrieren? Wie können wir mentale Erkrankungen enttabuisieren?,,Alle Menschen mit seelischen bzw. mentalen Belastungen,Bürger:innen,Einzelperson(en),Hamburg,20259,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100460,,
100788,Wie können wir ehrenamtliche Zeitspender unkompliziert mit regionalen Projekten zusammenbringen?,,"Ehrenamtliche Projekte (von der Tafel über kleine Obadachlosencafé bin hin zum Vorlesezirkel im Altenheim), Bürger die mal eine Stunde oder auch einen Tag in der Woche spenden Wollen.",Bürger:innen,Einzelperson(en),Hamburg,22087,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100788,,
100490,"Wie können wir die ambulante Verschreibung/ Gabe von Breitbandantibiotika eindämmen und ganzheitlicher dokumentieren (digital), um die Bevölkerungsgesundheit vor zunehmenden Resistenzen zu schützen?",,Hausärzte: innen und Patienten:innen,Bürger:innen,Einzelperson(en),Hamburg,22765,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100490,,
100348,"Wie können wir die Voraussetzungen dafür schaffen, dass Versandverpackungen (vor allem Kartons) mehrfach genutzt und wiederverwertet werden können, um Verpackungsmüll zu reduzieren?",,Versanddienstleister und Kund*innen von Online-Versandhäusern,Bürger:innen,Einzelperson(en),Hamburg,22081,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100348,,
100656,"Wie können wir erreichen, dass in der Gesellschaft (Mehrweg-) Verpackungssysteme für Take-Away Essen akzeptiert und ganzheitlich genutzt werden, wenn Wegwerfartikel nach wie vor günstiger (und  manchmal auch leichter zu transportieren ) sind?",,"Gastronomen, Take-Away-Konsumenten, Produkdesigner, DEHOGA",Bürger:innen,Einzelperson(en),Hamburg,20097,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100656,,
100559,Wie können wir Konsummuster von VerbraucherInnen im Hinblick auf eine nachhaltige Entwicklung  verändern oder wie viel darf der/die Einzelne konsumieren bzw. Was können neue/alte Wege für nachhaltigen Konsum sein?,,"BürgerInnen, Politik und Industrie.",Bürger:innen,Einzelperson(en),Hamburg,21077,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100559,,
100398,"Wie können wir die bestehenden, öffentlich geförderten Theater/ Opern-/ Schauspiel-/ Konzerthäuser zukunftsfähig, zugänglich sowie attraktiv für Nachwuchs, politisch unabhängig und genderkonform (Stichwort genderquality/ Gleichberechtigung)  machen?",,"Stadtbewohner, Landbewohner, alle Altersgruppen, alle Altersklassen",Bürger:innen,Einzelperson(en),Hamburg,22043,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100398,,
100459,Wie können wir mehr Frauen vor Gewalt durch ihre Partner schützen und eine zuverlässige Hilfs- und Zufluchtsstruktur aufbauen?,,"Betroffene: notleidende Frauen, Lösungsansätze: Politik und Betreibervereine von Frauenhäusern",Bürger:innen,Einzelperson(en),Hessen,65510,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100459,,
100762,"Wie können wir eine moderne Arbeitswelt gestalten - die eine ausgewogenere Mischung von Gemeinwohl, wirtschaftlichen Interessen und vor allem dem individuellen Potential jedes einzelnen entsprechen kann?",,Alle Arbeitnehmer in Deutschland,Bürger:innen,Einzelperson(en),Hessen,64285,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100762,,
100157,"Wie können wir dazu beitragen, dass Grundschulen digital vernetzt werden, damit Lehrer*innen voneinander lernen und gleiche Tools an allen Standorten deutschlandweit eingesetzt werden?",,"Lehrer*innen, Leiter*innen von Grundschulen",Bürger:innen,Einzelperson(en),Hessen,34125,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100157,,
100317,Wie können wir das Lernen in Bildungseinrichtungen auf ein neues Niveau heben?,,,Bürger:innen,Einzelperson(en),Hessen,64354,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100317,,
100158,"Wie können wir Leher*innen unterstützen, damit sie genug Zeit haben, pädagogische Inhalte digital umzusetzen ohne dass sie dafür IT studiert müssen. Wie können wir IT Kenntnisse für das Update von IT Tools und die Auswahl der passenden IT Lösungen Schulen zur Verfügung stellen?",,Lehrer*innen,Bürger:innen,Einzelperson(en),Hessen,34125,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100158,,
100316,"Wie können wir unsere Kinder, Jugendlichen und junge Erwachsenen besser auf die Herausforderungen der Zukunft vorbereiten?",,"Eltern, Kinder und die gesamte Gesellschaft",Bürger:innen,Einzelperson(en),Hessen,64354,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100316,,
100527,Wie können wir psychisch belastete Eltern unterstützen und in ihren Ressourcen stärken?,,Psychisch erkrankte Eltern,Bürger:innen,Einzelperson(en),Hessen,60486,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100527,,
100584,"Wie können wir dafür sorgen, dass jeder (sofern nötig) zügig einen Therapieplatz erhält?",,Menschen jeder Alterklasse,Bürger:innen,Einzelperson(en),Hessen,64295,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100584,,
100633,Wie können wir die mentale Gesundheit von Schwangeren und jungen Müttern im Wochenbett stärken und ihnen trotz des Hebammenmangels Betreuung und Unterstützung zukommen lassen?,,Schwangere und junge Mütter,Bürger:innen,Einzelperson(en),Hessen,60486,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100633,,
100458,"Wie können Hersteller von Plastikverpackungen und Plastikgegenständen motiviert oder reglementiert werden um von Erdöl auf biologische Werkstoffe umzustellen z.B. Mais, Kork, Bambus?",,Politik und Unternehmen der Plastikherstellung,Bürger:innen,Einzelperson(en),Hessen,65510,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100458,,
100540,Wie können wir in einer Welt ohne Müll leben? Wie können wir Cradle to Cradle zu einem Standard in der Produktentwicklung machen?,,"Kommunen, Verwaltung,Politik",Bürger:innen,Einzelperson(en),Hessen,37213,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100540,,
100539,Wie können wir großflächig eine Nahversorgung mit nachhaltig erzeugten Lebensmitteln realisieren?,,"Kantinenmanagement, Mitarbeitende von Behörden, Landwirt*innen",Bürger:innen,Einzelperson(en),Hessen,37213,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100539,,
100153,"Wie können wir es schaffen, Kinder mit ihren Ideen besser in unsere Zukunftsgestaltung für eine nachhaltigere, chancengerechtere und verteilungsgerechtere Welt zu integrieren?",,"Schulkinder, Vorschulkinder, Kindergartenkinder",Bürger:innen,Einzelperson(en),Mecklenburg-Vorpommern,23966,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100153,,
100385,"Wie schaffen wir Arbeits- und Betreuungsmodelle, die selbstbestimmtes Leben und Arbeiten für alle möglich machen - Eltern, Erzieher*innen, Pflegekräfte, Senior*innen - indem sie die Bedürfnisse der unterschiedlichen Lebensphasen abbilden?",,"Eltern, Familien, Betreuer*innen, Pflegekräfte, Kommunen, Mitarbeitende bei Trägern und in der Verwaltung, Menschen, die gern mit Kindern arbeiten möchten, Gründer*innen (mit Kind)",Bürger:innen,Einzelperson(en),Mecklenburg-Vorpommern,17235,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100385,,
100378,"Wie können wir Kommunikation und Information (niederschwellig, barrierefrei, digital) zwischen Bürger:innen und Kommunen erreichen? Wie können wir dabei auf bestehende örtliche Informationsstrukturen (Website) aufbauen?",,Bürger:innen und Kommune,Bürger:innen,Einzelperson(en),Niedersachsen,37434,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100378,,
100625,"Wie können wir in der Pandemie und der Beschulung durch homeschooling/remote learning alle Beteiligten einer Lerngruppe ""mitnehmen"" und verhindern, dass einzelne Kinder und Jugendliche sozial und kognitiv abgehängt werden?",,Lehrkräfte allgemeinbildender Schulen,Bürger:innen,Einzelperson(en),Niedersachsen,30655,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100625,,
100121,"Wie können wir ältere Menschen die Offline sind über aktuelle Inhalte informieren und diese an vorhandenen digitalen Möglichkeiten nicht nur in Coronazeiten teilhaben lassen, ohne dass diese digitale Endgeräte sowie eine umfangreiche Digitalkompetenzen benötigen.",,"Ältere Menschen, die keine hohen Digitale Kompetenz haben und lediglich über ein Hausanschluss verfügen.",Bürger:innen,Einzelperson(en),Niedersachsen,30900,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100121,,
100313,"Wie können wir den Impfprozess für alle Impfungen (Grippe, MMR, Hepathitis, etc.) digitaler und transparenter gestalten, damit mehr Bürger:innen sich impfen lassen?",,alle Bürger:innen,Bürger:innen,Einzelperson(en),Niedersachsen,30655,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100313,,
100314,"Wie können wir Rettungssanitätern und Notfallmedizinern die Patientenakte (Allergien, Medikamentenunverträglichkeit, etc.) digital verfügbar machen, damit optimale Maßnahmen ergriffen werden können?",,alle Bürger:innen,Bürger:innen,Einzelperson(en),Niedersachsen,30655,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100314,,
100733,"Wie können wir die Behandlung mit Schienen von Personen mit chronischen Krankheiten verbessern, kostengünstiger gestalten und gleichzeitig die Umwelt schonen?",,Nutzer von Schienen über einen längeren Zeitraum,Bürger:innen,Einzelperson(en),Niedersachsen,26127,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100733,,
100322,Wie können wir mehr und auch guten Wohnraum für (junge) Erwachsene mit geistiger Behinderung schaffen? Wartezeiten von bis zu zehn Jahren sind für die Eltern nicht zu schaffen. Bei den meisten Wohnheimen gibt es gar keine Chance auf einen Platz.,,(Junge) Erwachsene mit einer geistigen Behinderung,Bürger:innen,Einzelperson(en),Niedersachsen,49152,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100322,,
100572,"Wie können wir die Motivation in der Gesellschaft so stärken, dass bestehende Lösungsansätze bei Klimaschutz und Klimaanpassung (""Schneebälle)"" sich zu einer ""Umsetzungslawine“ entwickeln?",,"NGOs, Verbände, Stiftungen, Vereine, Parteien, engagierte Menschen, engagierte Unternehmen, Forschungseinrichtungen, Ministerien und Verwaltungen",Bürger:innen,Einzelperson(en),Niedersachsen,30974,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100572,,
100753,"Wie können wir die Lebensmittelverschwendung entlang der Lebensmittelproduktionskette reduzieren und gleichzeitig eine gesunde, nachhaltige und regionale Ernährung fördern?",,"Gesamte Gesellschaft, alle Lebensmittel-Konsumierenden",Bürger:innen,Einzelperson(en),Niedersachsen,49090,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100753,,
100599,"Wie können wir den  Einzelhandel zukunftsfähig machen und gleichzeitig digitalisiert,  sodass auch nicht nur der Onlineshop profitiert sondern auch der lokale Laden und die Innenstädte nicht aus leeren Geschäften bestehen?",,,Bürger:innen,Einzelperson(en),Niedersachsen,26409,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100599,,
100456,"Wie kann die Teilhabe von Sozialhilfeempfängern (z.B. kostenlose Verfügbarkeit von Masken, kostenlose Nutzung öffentlichen Verkehrs, Patenschaften für Vereinsmitgliedschaften) optimiert/ermöglicht werden?",,ALG II - Empfänger,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,51429,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100456,,
100454,Wie können Hörgeschädigte im öffentlichen Verkehr durch visuelle Informationen (z.B. bei Umgleisungen von einfahrenden Zügen) mit einbezogen werden?,,"Gehörlose, hoch- und ggf. mittelgradig Schwerhörige, auch ältere Personen mit Altersschwerhörigkeit",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,51429,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100454,,
100396,"Wie können wir eine Kinderbetreuung schaffen, die selbstbestimmtes Leben und Arbeiten für alle möglich und verfügbar macht - Eltern, Erzieher:innen, Mitarbeitende in Institutionen - und dabei die Bedürfnisse der unterschiedlichen Lebensphasen und Lebensentwürfe abbildet?",,"Gründer:innen und Betreiber:innen von Kinderbetreuungseinrichtungen, Gründer:innen und Betreiber:innen von Coworking Spaces",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,40235,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100396,,
100247,"Wie können wir es schaffen die Gewalt gegen Frauen in Partnerschaften/Familien zu beenden. 
Wie können wir es schaffen die sexuelle Gewalt an Mädchen im engen Umfeld abzuschaffen. 
Wie können wir es schaffen eine soziale Ächtung der Täter/Täterinnen zu erreichen.",,"ALLE Mädchen und Frauen weltweit, als Täter ALLE Männer und Jungen, als Betroffene ALLE Jungen und Männer, ALLE Frauen und ggfls. Mächen",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,53909,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100247,,
100464,"Wie können wir erreichen, dass Muslime sich in Deutschland „willkommen“ fühlen?",,Integrationsrat,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,50829,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100464,,
100455,"Wie können Hörgeschädigte, die aufgrund ihrer Behinderung an Webinaren nicht teilnehmen können, alternativ informiert bzw. aus- oder fortgebildet werden?",,"Hörgeschädigte, die von den Lippen lesen müssen und deswegen Liveunterricht benötigen",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,51429,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100455,,
100443,Wie können wir die Lebensbedingungen von Ein-Eltern-Familien verbessern und Strukturen zu ihrer Entlastung schaffen?,,Alleinerziehende,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,57078,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100443,,
100449,"Wie können wir die demokratischen Prozesse verbessern und transparenter gestalten, mehr Bürgerbeteiligung erzielen und unsere wertvolle Demokratie auf den neuesten Stand bringen?",,An den Bundestag und die Bundesregierung.,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,41199,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100449,,
100639,"Wie können wir Vernetzung, Organisationsgrad und das besser aufeinander abgestimmte Wirken der organisierten Zivilgesellschaft bundesweit erhöhen?",,Wir bewegen uns mit unserem Projekt in erster Linie in der zivilgesellschaftlichen Arena. Hier adressieren wir die organisierte Zivilgesellschaft sowie alle bürgerschaftlich Engagierten.,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,45239,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100639,,
100136,"Wie können wir eine neue, innovative und zukunftsorientierte GründerInnenkultur schaffen?",,GründerInnen,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,52525,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100136,,
100327,"Wie können wir jungen Erwachsenen, die bis zu ihrem 27. Lebensjahr beide Elternteile verloren haben mehr finanzielle Sicherheit geben, damit sie ein Studium aufnehmen können anstatt sich auf die Finanzierung des Lebensunterhalts konzentrieren zu müssen?",,Verwaiste junge Erwachsene bis 30 Jahre,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,47447,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100327,,
100756,Wie können wir Kindern schon ab der Grundschule eine chancengleichen Zugang zur digitalen Arbeitswelt ermöglichen?,,Schulkinder ab der Grundschule,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,40477,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100756,,
100564,Wie können wir gleiche Bildungschancen für unsere Kinder erreichen?,,"Lehrer:innen, Politiker:innen, Eltern, Familie, Nachbarn und Paten.",Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,50374,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100564,,
100569,Wie können wir Präsenz auch im virtuellen Raum realisieren angesichts einer zunehmend digitalisierten Arbeitswelt?,,,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,53119,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100569,,
100333,"Wie können wir die in den Lehrplänen verankerten Lerninhalte in innovativer Weise digital aufbereiten, sodass das schulische Lernen mehr Spaß bereitet?",,Alle Schülerinnen und Schüler,Bürger:innen,Einzelperson(en),Nordrhein-Westfalen,48151,https://projecttogether.typeform.com/to/J2y3d590#herausforderungsid=100333,,
